2024-05-27 14:08:01,124 INFO    StreamThr :13010 [internal.py:wandb_internal():86] W&B internal server running at pid: 13010, started at: 2024-05-27 14:08:01.122809
2024-05-27 14:08:01,834 INFO    SystemMonitor:13010 [interfaces.py:start():190] Started memory monitoring
2024-05-27 14:08:01,835 INFO    SystemMonitor:13010 [interfaces.py:start():190] Started network monitoring
2024-05-27 14:08:01,844 DEBUG   HandlerThread:13010 [system_info.py:probe():150] Probing system
2024-05-27 14:08:01,847 DEBUG   HandlerThread:13010 [system_info.py:_probe_git():135] Probing git
2024-05-27 14:08:01,854 DEBUG   HandlerThread:13010 [system_info.py:_probe_git():143] Probing git done
2024-05-27 14:08:01,854 DEBUG   HandlerThread:13010 [system_info.py:probe():198] Probing system done
2024-05-27 14:08:01,854 DEBUG   HandlerThread:13010 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-39-generic-x86_64-with-glibc2.37', 'python': '3.10.9', 'heartbeatAt': '2024-05-27T04:08:01.844323', 'startedAt': '2024-05-27T04:08:01.100798', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/test/FRL/main.py', 'codePathLocal': 'main.py', 'codePath': 'main.py', 'git': {'remote': 'https://github.com/gongzir1/FRL_my.git', 'commit': '3813aaf5f47fcc5e6081aa7e90a2dbe272effb33'}, 'email': 'zhaoxi_zhang@163.com', 'root': '/home/test/FRL', 'host': 'test-MS-7B51', 'username': 'test', 'executable': '/home/test/anaconda3/envs/FRL_test/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 4305.625583333333, 'min': 800.0, 'max': 4700.0}, 'cpu_freq_per_core': [{'current': 4300.003, 'min': 800.0, 'max': 4700.0}, {'current': 4369.095, 'min': 800.0, 'max': 4700.0}, {'current': 4301.161, 'min': 800.0, 'max': 4700.0}, {'current': 4315.778, 'min': 800.0, 'max': 4700.0}, {'current': 4310.242, 'min': 800.0, 'max': 4700.0}, {'current': 4313.138, 'min': 800.0, 'max': 4700.0}, {'current': 4309.161, 'min': 800.0, 'max': 4700.0}, {'current': 4307.166, 'min': 800.0, 'max': 4700.0}, {'current': 4319.465, 'min': 800.0, 'max': 4700.0}, {'current': 4306.627, 'min': 800.0, 'max': 4700.0}, {'current': 4300.168, 'min': 800.0, 'max': 4700.0}, {'current': 4337.481, 'min': 800.0, 'max': 4700.0}], 'disk': {'/': {'total': 439.04788970947266, 'used': 266.0940971374512}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 62.72426986694336}}
2024-05-27 14:08:01,855 INFO    HandlerThread:13010 [system_monitor.py:probe():224] Finished collecting system info
2024-05-27 14:08:01,855 INFO    HandlerThread:13010 [system_monitor.py:probe():227] Publishing system info
2024-05-27 14:08:01,855 DEBUG   HandlerThread:13010 [system_info.py:_save_conda():207] Saving list of conda packages installed into the current environment
2024-05-27 14:08:02,701 INFO    Thread-17 :13010 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240527_140801-000u0to8/files/conda-environment.yaml
2024-05-27 14:08:05,526 DEBUG   HandlerThread:13010 [system_info.py:_save_conda():222] Saving conda packages done
2024-05-27 14:08:05,527 INFO    HandlerThread:13010 [system_monitor.py:probe():229] Finished publishing system info
2024-05-27 14:08:05,530 DEBUG   SenderThread:13010 [sender.py:send():379] send: files
2024-05-27 14:08:05,530 INFO    SenderThread:13010 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-05-27 14:08:05,648 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: python_packages
2024-05-27 14:08:05,648 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: python_packages
2024-05-27 14:08:05,649 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:08:05,649 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:08:05,654 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:08:05,699 INFO    Thread-17 :13010 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240527_140801-000u0to8/files/conda-environment.yaml
2024-05-27 14:08:05,699 INFO    Thread-17 :13010 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240527_140801-000u0to8/files/wandb-metadata.json
2024-05-27 14:08:05,699 INFO    Thread-17 :13010 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240527_140801-000u0to8/files/requirements.txt
2024-05-27 14:08:05,966 DEBUG   SenderThread:13010 [sender.py:send():379] send: telemetry
2024-05-27 14:08:06,579 INFO    wandb-upload_0:13010 [upload_job.py:push():131] Uploaded file /tmp/tmp969aloolwandb/82bg31f5-wandb-metadata.json
2024-05-27 14:08:06,966 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:11,968 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:16,969 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:20,650 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:08:20,652 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:08:20,692 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:08:21,981 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:26,982 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:31,988 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:32,723 INFO    Thread-17 :13010 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240527_140801-000u0to8/files/config.yaml
2024-05-27 14:08:35,650 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:08:35,652 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:08:35,693 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:08:37,964 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:42,965 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:47,967 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:50,650 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:08:50,651 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:08:50,693 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:08:53,952 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:08:58,953 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:01,836 DEBUG   SystemMonitor:13010 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-05-27 14:09:01,843 DEBUG   SenderThread:13010 [sender.py:send():379] send: stats
2024-05-27 14:09:04,845 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:05,651 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:09:05,653 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:09:05,694 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:09:09,978 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:14,980 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:19,981 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:20,651 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:09:20,652 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:09:20,697 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:09:25,939 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:30,940 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:31,847 DEBUG   SenderThread:13010 [sender.py:send():379] send: stats
2024-05-27 14:09:35,651 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:09:35,653 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:09:35,697 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:09:35,968 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:39,787 INFO    Thread-17 :13010 [dir_watcher.py:_on_file_created():271] file/dir created: /home/test/FRL/wandb/run-20240527_140801-000u0to8/files/output.log
2024-05-27 14:09:40,070 DEBUG   SenderThread:13010 [sender.py:send():379] send: telemetry
2024-05-27 14:09:41,073 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:41,228 DEBUG   SenderThread:13010 [sender.py:send():379] send: telemetry
2024-05-27 14:09:41,788 INFO    Thread-17 :13010 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240527_140801-000u0to8/files/output.log
2024-05-27 14:09:42,058 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: get_summary
2024-05-27 14:09:46,229 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:50,650 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:09:50,651 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:09:50,696 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:09:51,882 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:09:56,884 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:10:01,848 DEBUG   SenderThread:13010 [sender.py:send():379] send: stats
2024-05-27 14:10:02,849 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:10:05,652 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: stop_status
2024-05-27 14:10:05,653 DEBUG   SenderThread:13010 [sender.py:send_request():406] send_request: stop_status
2024-05-27 14:10:05,693 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-27 14:10:07,975 DEBUG   HandlerThread:13010 [handler.py:handle_request():146] handle_request: status_report
2024-05-27 14:10:08,812 INFO    Thread-17 :13010 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/test/FRL/wandb/run-20240527_140801-000u0to8/files/config.yaml
